,id,usuario_criado,usuario_excluido,meses_assinatura,intervalo_de_inatividade,idade,faixa_etaria_05,faixa_etaria_10,ativo,versao,cidade,estado,gasto_medio,media_de_itens,gasto_total,total_de_pedidos,canal_marketing
10,7c9c921c-ee38-4f31-bb44-7b8dc9c54a96,2017-05-16 12:41:00,,-1,1,26,26-30,< 30,1,3.39.2, Barros das Flores,PB,210.120474304686,8,1891.08426874217,9,none
11,70270050-1299-4515-8d62-0737b704b21e,2017-09-28 09:50:00,,-1,1,28,26-30,< 30,1,2.27.11, Fernandes de Goiás,RR,205.972833001957,7,823.891332007826,4,paid_search
12,9e755f27-01e7-4e2f-aaba-18f733f3e3d9,2016-12-06 08:43:00,2018-06-17 11:59:00,18,10,55,51-55,51-60,0,5.31.5, Moreira do Galho,AP,190.017737362342,9,1140.10642417405,6,crm
13,3e969ef1-aeb9-4fe1-b6f4-8723e5e1c3aa,2019-05-04 06:17:00,,-1,1,64,61-65,61-70,1,3.29.12, Pinto,SP,211.11154211438,9,1900.00387902942,9,organic_search
14,a82a42c8-f43c-448c-9065-75be4f1afc1e,2019-12-27 04:21:00,,-1,1,29,26-30,< 30,1,4.27.8, da Cruz Verde,PE,170.226789458238,11,170.226789458238,1,organic_search
15,48c5e611-835d-4aad-9a42-114dfd93c01b,2016-07-17 10:30:00,,-1,1,53,51-55,51-60,1,5.22.8, da Mota da Prata,RJ,239.507793227369,5,1676.55455259158,7,crm
16,a93750f0-245d-46c9-8a22-9a443b5e113f,2020-03-27 04:39:00,,-1,1,42,41-45,41-50,1,3.25.15, Aragão da Serra,MG,233.63372161434,9,2336.3372161434,10,paid_search
17,26c34403-0e15-425f-be4a-afc20859f83c,2020-05-04 10:14:00,,-1,1,75,71-75,70 +,1,2.37.4, Moraes das Flores,PR,215.059697649024,4,1935.53727884121,9,organic_search
18,e6da0965-4e0d-411a-9f25-02fd92e189c8,2018-01-28 01:56:00,,-1,0,73,71-75,70 +,1,6.23.8, da Rosa,MG,203.411009426281,10,0.0,0,organic_search
19,19ac760a-2aa1-4ed3-8370-20d32e192216,2019-01-01 02:47:00,,-1,1,46,46-50,41-50,1,4.14.5, Vieira,MA,234.989979244226,8,234.989979244226,1,crm
20,e3adb3ef-3ec1-4151-a8fe-e63e267643b3,2018-08-25 03:29:00,,-1,1,40,36-40,31-40,1,5.13.12, Nunes,AL,225.672774441914,1,1128.36387220957,5,paid_search
21,4324c05a-26b5-4aec-ae71-8300b2298b0c,2019-02-28 07:55:00,,-1,1,60,56-60,51-60,1,4.14.10, Araújo da Serra,PI,203.890563538895,14,2242.79619892784,11,direct
22,03718a9c-d9d8-42e9-aae2-3fce5eff9e21,2017-09-21 09:33:00,2018-12-11 04:09:00,14,12,41,41-45,41-50,0,2.15.3, Ferreira Alegre,SP,234.207817808963,11,468.415635617926,2,organic_search
23,115ddac9-09e9-45e0-ac86-e13dde27d67b,2020-09-17 12:16:00,,-1,1,72,71-75,70 +,1,5.18.12, Viana da Prata,RO,249.167856239939,9,1245.83928119969,5,organic_search
24,e5d227a6-f8ad-41f9-9da3-c91c98dc9f9b,2016-02-23 06:14:00,,-1,1,49,46-50,41-50,1,4.33.4, Peixoto,SP,153.963453073141,14,1693.59798380455,11,telegram_whatsapp
25,0bcdfb2a-2636-4a8a-8d1c-fce2089e54b2,2018-12-24 06:02:00,,-1,0,53,51-55,51-60,1,1.26.9, Moreira de Goiás,AM,237.549636075951,7,237.549636075951,1,organic_search
26,b7ac997d-f028-479f-a969-7a816aaa64b7,2019-10-11 10:53:00,,-1,0,31,31-35,31-40,1,3.20.6, Peixoto de Costela,PR,208.547827253723,6,834.191309014893,4,organic_search
27,a9245618-8609-4eea-9547-158e089de080,2016-07-17 05:37:00,,-1,0,67,66-70,61-70,1,4.23.8, da Luz Alegre,AC,217.272851020045,10,1520.90995714031,7,direct
28,6b767190-8f4b-47ed-88fc-be992e576506,2018-12-03 12:40:00,,-1,0,26,26-30,< 30,1,6.11.2, da Mota Verde,RO,195.512306384609,8,391.024612769218,2,paid_search
29,f1a447fc-d9f7-4d7f-81f9-29ad2828e8d8,2016-11-06 08:45:00,,-1,1,77,75 +,70 +,1,3.22.10, Novaes,MT,203.883422246481,5,611.650266739444,3,organic_search
30,a2bf4ace-cbdd-4908-9cdb-f0a938be8542,2016-06-22 12:01:00,,-1,1,39,36-40,31-40,1,4.31.6, Ramos,AC,246.656841831285,9,1726.597892819,7,organic_search
31,0d43cacb-da13-4f51-aed1-f254ce96af68,2020-08-03 01:20:00,,-1,1,39,36-40,31-40,1,2.3.5, Dias do Sul,CE,239.596285708951,6,1437.57771425371,6,organic_search
32,ccbf428a-6db5-4ddd-abcf-7e24a43adf83,2019-12-19 12:09:00,,-1,1,75,71-75,70 +,1,5.18.6, Castro de Ramos,RN,194.324176304985,4,194.324176304985,1,organic_search
33,9e51382b-e7dc-4430-9d04-f39b36d25cf6,2020-09-02 06:53:00,2021-02-14 06:19:00,5,1,45,41-45,41-50,0,4.22.8, Almeida,MS,215.223848233412,10,1076.11924116706,5,organic_search
34,85d92dc5-5795-4ee3-a7d3-5f7c9bc170cf,2017-11-12 09:52:00,,-1,1,78,75 +,70 +,1,4.9.9, Pereira da Mata,PE,243.957050463866,11,731.871151391597,3,organic_search
35,a93a30d5-2cb9-4d20-ad1b-033a6e1fe36e,2019-02-02 08:20:00,,-1,0,29,26-30,< 30,1,3.5.4, Correia do Galho,RO,226.218157383166,8,0.0,0,paid_search
36,4d5e4c58-00a0-49f1-baf5-efbb07c9a12b,2020-03-16 11:07:00,,-1,1,25,< 25,< 30,1,3.26.7, Jesus,RN,198.593393922566,3,2184.52733314822,11,crm
37,28343da1-57e8-48fa-a3bc-a51a9b3997d0,2019-04-15 05:52:00,,-1,1,67,66-70,61-70,1,4.6.7, Caldeira de Mendes,AL,268.321120484149,10,2683.21120484149,10,direct
38,1596b903-4727-4577-9ba8-587d81bbf53b,2020-07-14 12:26:00,,-1,1,60,56-60,51-60,1,5.5.5, Rezende do Galho,CE,249.33034971664,2,1745.31244801648,7,organic_search
39,ba608958-52b6-4781-8658-d2d2b86be4f2,2017-07-21 01:51:00,,-1,1,54,51-55,51-60,1,4.9.12, Barbosa do Oeste,AL,260.97603839608,10,1565.85623037648,6,telegram_whatsapp
40,f2dcd892-71ad-4f36-8907-25a4f0f982af,2018-06-18 11:08:00,,-1,1,51,51-55,51-60,1,4.30.9, Monteiro,AP,226.182000250555,10,1583.27400175388,7,direct
41,27bfc6b1-9138-4ec9-b154-7c7e8424f01a,2016-07-28 12:34:00,,-1,1,50,46-50,41-50,1,5.16.4, Ferreira de Correia,MS,195.534254948671,9,1173.20552969202,6,direct
42,5d51df8b-efcb-47dd-b23f-b7614762a2cc,2020-03-11 01:14:00,,-1,1,38,36-40,31-40,1,5.35.6, Silva do Sul,AC,224.726317809709,10,2471.98949590679,11,direct
43,bc8d20cb-ab19-4606-8f92-16320172f490,2020-01-20 06:11:00,,-1,0,53,51-55,51-60,1,4.38.8, Farias,SP,213.950564911043,7,0.0,0,paid_search
44,e29c527e-e8d3-477f-822a-6b17fc9f4e45,2019-04-06 05:40:00,,-1,1,56,56-60,51-60,1,2.20.9, Lima,MA,245.649380354298,6,2456.49380354299,10,direct
45,f58205b0-66fb-4c92-b4cc-561ebfdfc4db,2018-10-31 05:36:00,,-1,0,33,31-35,31-40,1,4.59.7, Farias,PE,201.918434033003,7,605.75530209901,3,direct
46,9b082221-d17d-499d-bfef-4095ff28c395,2017-03-10 06:26:00,,-1,1,63,61-65,61-70,1,4.37.8, da Costa,RO,217.081295858897,6,2387.89425444787,11,direct
47,9ef493da-4ba2-43eb-bd71-c48ae86091db,2019-12-23 10:11:00,,-1,1,53,51-55,51-60,1,5.9.9, Oliveira,MS,239.929212754057,8,239.929212754057,1,direct
48,ffa4ce14-b87d-4bcb-a91c-7f3c1970a53a,2017-11-25 06:41:00,,-1,0,41,41-45,41-50,1,2.19.9, Duarte,RN,233.638233077992,4,467.276466155983,2,crm
49,3cf94f1f-0f9b-4976-8195-73a7ecafe2d8,2020-10-16 06:29:00,,-1,1,62,61-65,61-70,1,4.14.12, da Mota do Norte,PA,181.339657943033,17,725.358631772133,4,paid_search
50,5f5ddbe2-93fd-470c-a068-5e59712c1f55,2016-08-25 03:51:00,,-1,1,30,26-30,< 30,1,4.33.7, da Mota de Carvalho,AP,234.832856331875,7,1174.16428165937,5,direct
51,1f79daa2-3a86-49a1-8d2c-32323de60490,2017-11-19 01:09:00,,-1,0,29,26-30,< 30,1,3.50.10, da Cruz de Goiás,MS,255.730012499711,9,511.460024999423,2,organic_search
52,7c404591-029e-4898-abfc-96880d18e75b,2019-12-12 07:26:00,,-1,1,75,71-75,70 +,1,4.27.8, Cardoso das Flores,MA,191.050882091558,16,382.101764183115,2,crm
53,a5c9eb03-3f75-47c0-bdfb-c1019b68c4be,2018-05-03 06:29:00,,-1,1,55,51-55,51-60,1,5.20.6, da Mota,PA,230.905851598029,11,2078.15266438227,9,organic_search
54,e696883c-3669-4fa8-8e0f-89a07dd59fe4,2021-01-19 01:44:00,,-1,1,69,66-70,61-70,1,5.32.2, Peixoto,MS,252.949592191974,7,0.0,0,telegram_whatsapp
55,4d204e01-7361-4066-bc0a-a81623b05504,2016-06-16 09:11:00,,-1,1,75,71-75,70 +,1,3.27.3, da Rocha da Prata,PB,230.801732477258,8,1846.41385981807,8,direct
56,010b1a88-666f-45d3-8068-8ef6267fa6a8,2017-04-25 05:18:00,,-1,0,40,36-40,31-40,1,4.6.4, Azevedo da Prata,AC,238.58609038093,7,2147.27481342837,9,organic_search
57,0e5e7a01-6bec-47e3-9c7c-72648063f062,2020-07-20 08:12:00,,-1,1,34,31-35,31-40,1,4.9.6, Novaes,RO,236.023144770476,11,1416.13886862286,6,organic_search
58,5951efb4-dc0a-4656-b1e9-b90d10edd2dc,2020-06-09 10:12:00,,-1,0,79,75 +,70 +,1,6.39.5, Santos,PB,224.486809577203,12,1795.89447661762,8,crm
59,5b8e2daf-37c8-4fee-a7cf-8e69996b61ee,2020-10-17 12:39:00,,-1,1,59,56-60,51-60,1,2.13.7, Monteiro de Monteiro,MS,255.043081317145,11,1020.17232526858,4,direct
60,74591611-b96f-47c7-9658-df5ee9591144,2016-07-26 06:20:00,,-1,0,30,26-30,< 30,1,3.26.8, Novaes de Minas,ES,195.152974144341,8,1170.91784486604,6,direct
61,8e427e33-454a-4bff-861e-929763bb00b7,2020-03-09 09:10:00,,-1,0,52,51-55,51-60,1,3.4.7, Caldeira do Oeste,SE,222.203862757162,11,2444.24249032878,11,crm
62,27840b94-e131-447d-8cc2-5d51d5329659,2016-03-30 04:12:00,,-1,1,65,61-65,61-70,1,3.35.7, Carvalho de da Paz,AP,246.779614028754,13,2467.79614028754,10,direct
63,5545e738-de0f-4740-b517-cc480aa5bc30,2017-02-06 09:03:00,2020-08-24 09:44:00,41,36,44,41-45,41-50,0,4.28.11, Costa Paulista,RS,211.300131611378,6,1267.80078966827,6,organic_search
64,534acfcc-6cb2-41b4-93e4-51c0aaa73d30,2019-12-28 06:16:00,,-1,1,49,46-50,41-50,1,1.18.8, Aragão dos Dourados,PE,227.747911057794,9,227.747911057794,1,paid_search
65,ad63ab0d-064e-4b7c-ad1c-7ab92e7df312,2018-07-10 04:04:00,,-1,0,74,71-75,70 +,1,4.30.4, Pinto de Ramos,MT,234.479965480208,11,1641.35975836146,7,organic_search
66,a135479d-06e8-4547-b460-7213e9cfbda5,2017-08-23 01:29:00,,-1,1,31,31-35,31-40,1,3.17.9, das Neves,ES,232.030431895634,8,1160.15215947817,5,telegram_whatsapp
67,f0b6aeb0-9632-4e1d-ba5d-6b81d83b8335,2018-10-16 05:46:00,,-1,1,66,66-70,61-70,1,3.21.12, Melo,PE,186.320481738475,11,745.2819269539,4,organic_search
68,b5cf4262-1c77-4c3b-8327-d7019ca09451,2017-01-02 02:44:00,,-1,1,32,31-35,31-40,1,3.25.7, Castro Alegre,DF,175.468755201359,12,175.468755201359,1,direct
69,022b4342-be90-48a4-99b7-b9d4ac21a795,2020-01-28 05:33:00,,-1,1,25,< 25,< 30,1,5.27.3, da Paz da Serra,BA,203.973933122367,9,0.0,0,none
70,93fcfbae-f2e9-4245-aba8-241f21151670,2017-04-04 04:31:00,,-1,1,41,41-45,41-50,1,4.16.3, Pereira de Goiás,RS,250.769618282105,7,2507.69618282105,10,organic_search
71,8f90cf4d-4e65-416e-8cf9-6309102c0f6e,2018-12-16 05:43:00,,-1,0,51,51-55,51-60,1,4.32.7, Moreira,AC,228.247319888668,7,456.494639777335,2,direct
72,7b4a8a5b-73cd-4abc-acc6-2aba78f1ab40,2020-03-26 03:25:00,,-1,1,38,36-40,31-40,1,3.10.8, Ferreira do Campo,RO,225.183494831268,11,2251.83494831268,10,organic_search
73,0bd41d8e-a514-40b2-95f2-7c258e595528,2020-07-28 04:55:00,,-1,1,28,26-30,< 30,1,5.2.8, da Cunha de Cavalcanti,RJ,228.12618236153,9,1368.75709416918,6,organic_search
74,65cb3a14-4688-4a56-a95d-400cc3ea559c,2017-02-13 04:48:00,,-1,1,73,71-75,70 +,1,4.43.6, Ferreira,MS,223.973941276092,13,0.0,0,organic_search
75,f13579a8-14bb-45e8-9445-b2eba5149c1e,2018-06-15 09:46:00,,-1,1,45,41-45,41-50,1,4.17.4, Nogueira do Campo,RO,181.200663440803,11,1449.60530752642,8,organic_search
76,3ce9f852-cbd2-49d9-9995-26617453b731,2018-11-22 07:04:00,,-1,1,50,46-50,41-50,1,3.9.8, Fogaça,PE,217.00497194581,10,434.00994389162,2,crm
77,54876574-35f5-4dd8-a2ee-acf3aa3e4157,2021-01-29 12:22:00,,-1,1,36,36-40,31-40,1,3.27.10, Nunes de Novaes,CE,196.241001436042,9,0.0,0,paid_search
78,01d3d955-35ad-41bf-a2b1-10db0e7c3114,2016-07-12 09:55:00,,-1,1,65,61-65,61-70,1,5.18.14, Duarte do Galho,RR,235.245423894362,9,1646.71796726053,7,direct
79,47969486-006c-46ba-8f32-b3aebead84a4,2016-03-02 09:20:00,,-1,1,28,26-30,< 30,1,3.25.9, Santos dos Dourados,BA,215.078336795206,13,2365.86170474727,11,direct
80,c0db8d3b-2b99-45d3-8dcf-450a47383369,2017-09-23 01:15:00,,-1,1,78,75 +,70 +,1,5.24.5, Rodrigues de Minas,SC,181.71202754759,10,726.848110190358,4,organic_search
81,7b9df4bc-e888-4b55-99aa-39de36171d72,2019-05-11 09:33:00,,-1,0,60,56-60,51-60,1,4.18.7, Carvalho dos Dourados,MA,238.574757098247,7,2147.17281388422,9,direct
82,4fb52027-a4fc-4197-a5b7-fefca39cc07e,2018-03-06 06:46:00,,-1,1,43,41-45,41-50,1,5.51.9, Porto,MS,207.405405067743,6,2281.45945574517,11,paid_search
83,739eca27-de10-4b34-b08b-dadc4f543bf8,2018-01-29 08:31:00,,-1,0,55,51-55,51-60,1,4.14.6, Castro,PI,223.726186273661,8,0.0,0,organic_search
84,c4405c55-213e-4051-aa36-ae1523cf5f9b,2018-01-13 05:11:00,,-1,1,77,75 +,70 +,1,4.41.3, Farias,MS,221.204828854516,15,221.204828854516,1,direct
85,8f600cdd-2922-4068-b016-5ead1fffd51a,2017-07-18 12:07:00,,-1,0,80,75 +,70 +,1,4.14.2, Alves,PB,229.907867384035,11,1379.44720430421,6,crm
86,ab77fb95-a328-4bdd-869d-a7353f6bb2f3,2020-11-25 08:12:00,2020-12-08 06:45:00,0,0,71,71-75,70 +,0,4.32.5, Almeida Alegre,SE,214.151632326542,15,0.0,0,direct
87,688173b6-22e2-45d1-a95f-3e5a6272f1b8,2018-11-22 11:29:00,,-1,1,41,41-45,41-50,1,4.22.7, Oliveira do Norte,CE,232.246640742931,6,464.493281485861,2,paid_search
88,2dd7f990-9382-44a4-9ef5-a7e3a9fc4039,2020-06-10 08:39:00,,-1,1,42,41-45,41-50,1,5.29.6, Aragão,CE,249.402800963249,12,1995.22240770599,8,organic_search
89,ec24d488-7778-4207-8f2d-10eca4c49944,2016-04-01 01:08:00,,-1,1,56,56-60,51-60,1,4.37.15, Silva da Serra,RJ,200.291298219379,7,2002.91298219379,10,direct
90,bef5d59d-2d6f-42d4-9f58-d28d6b5a3147,2017-07-04 02:10:00,,-1,1,67,66-70,61-70,1,3.34.3, Cardoso,DF,251.504702211003,12,1760.53291547702,7,direct
91,35607577-327c-4c23-be32-5a33317a34fb,2017-09-16 10:38:00,,-1,1,47,46-50,41-50,1,1.23.10, Barbosa,RJ,219.349241037161,7,1096.7462051858,5,direct
92,f5428830-ec2a-4985-b7db-3be596e6fda7,2018-02-23 08:14:00,,-1,0,79,75 +,70 +,1,3.19.5, Nunes,GO,196.556867255792,6,2162.12553981371,11,telegram_whatsapp
93,f0378b1b-28ff-47fd-b820-390790348f58,2018-07-06 08:37:00,,-1,1,50,46-50,41-50,1,5.17.8, Mendes do Amparo,PR,190.200651411661,11,1331.40455988163,7,direct
94,6cee7bdb-2aa1-49cc-9964-3a70fdcc945e,2016-07-13 09:27:00,,-1,0,53,51-55,51-60,1,3.24.8, Araújo do Campo,RS,223.729278223315,14,1566.1049475632,7,organic_search
95,76c4ce18-4aae-4adb-865b-1e3439e36d93,2018-09-30 09:16:00,,-1,1,35,31-35,31-40,1,3.21.9, Monteiro do Norte,PA,157.895500399219,12,631.582001596876,4,organic_search
96,264cdf19-2c84-4c7e-ac30-2c159f25007d,2016-09-07 07:43:00,,-1,1,40,36-40,31-40,1,4.18.5, Silva de Santos,ES,220.624313115083,10,1103.12156557541,5,organic_search
97,37437718-468d-414b-ade8-f07699d30130,2020-06-23 07:22:00,,-1,1,37,36-40,31-40,1,3.31.8, Almeida da Praia,SE,248.040153260223,3,1736.28107282156,7,paid_search
98,61063f16-04b4-4901-b53a-a899db13e7b8,2018-11-23 04:41:00,,-1,0,38,36-40,31-40,1,4.4.5, Cardoso,MG,204.341238051919,7,408.682476103839,2,direct
99,b217e7c2-643f-40f9-b530-981ba89b9930,2019-11-04 06:08:00,,-1,1,30,26-30,< 30,1,3.34.9, Barros da Mata,MS,230.732410675757,5,692.19723202727,3,crm
100,c0d05bb9-2d6c-495b-bd3b-c7e9cb27dae1,2016-09-14 06:21:00,,-1,1,32,31-35,31-40,1,4.27.4, Almeida de Goiás,RN,214.843731314246,9,1074.21865657123,5,telegram_whatsapp
101,8b0a3c23-5f93-4660-a8d8-149f2d34fddf,2019-08-29 06:38:00,,-1,1,73,71-75,70 +,1,3.37.6, Teixeira da Prata,PB,180.102746072584,7,900.513730362919,5,organic_search
102,aae6dcc8-93ed-4b10-a951-5ff50de346e4,2016-03-15 06:58:00,,-1,1,53,51-55,51-60,1,4.-4.8, Peixoto de Rocha,GO,176.168595133374,5,1937.85454646711,11,paid_search
103,02f5ad2c-1250-4efa-a8a9-9a49c946e8b7,2018-02-05 09:17:00,,-1,1,32,31-35,31-40,1,2.30.4, Teixeira do Campo,GO,239.957106379557,9,0.0,0,organic_search
104,6eb60507-0898-4e3d-887a-0af3216b8c8c,2020-04-17 09:41:00,,-1,0,74,71-75,70 +,1,4.16.9, Moraes,ES,206.562396767403,11,2065.62396767403,10,organic_search
105,68cdc127-465b-4053-8e90-1bdedf5182ef,2019-07-28 10:15:00,,-1,1,35,31-35,31-40,1,3.6.6, Mendes do Sul,PB,162.715589806429,4,976.293538838575,6,direct
106,577d15e0-5b86-43aa-bbe1-d047718e25a0,2017-03-21 06:42:00,,-1,1,59,56-60,51-60,1,2.7.17, Rocha do Amparo,MS,176.566054082557,10,1765.66054082557,10,telegram_whatsapp
107,b2b6a63b-a2c9-4a18-b82f-d83a4a8293c9,2019-01-28 06:03:00,,-1,0,72,71-75,70 +,1,6.28.4, Lima,TO,225.531511048246,6,0.0,0,none
108,122181ed-a83c-4b66-8b4c-cff0fec52c50,2017-07-20 02:15:00,,-1,0,67,66-70,61-70,1,4.30.13, Lima da Mata,TO,197.706872106861,9,1186.24123264117,6,direct
109,4188eda1-509e-4b25-8616-dac3e7d8a052,2018-04-02 06:03:00,,-1,1,57,56-60,51-60,1,2.30.6, da Mata,RO,212.954806892288,9,2129.54806892288,10,direct
110,6b758b92-28db-4aab-89d2-40becb6f0e9d,2020-08-27 08:52:00,,-1,1,58,56-60,51-60,1,3.7.2, Almeida do Galho,PE,215.031626201718,13,1075.15813100859,5,direct
111,eefa3b7f-496d-4402-9753-a461a1c7a814,2018-12-29 10:02:00,,-1,1,73,71-75,70 +,1,4.20.5, Farias do Campo,AL,192.720128265534,8,192.720128265534,1,organic_search
112,e86d25ae-b2d3-4f23-8919-9abce009ea74,2016-03-18 08:30:00,,-1,1,43,41-45,41-50,1,3.18.9, Freitas do Campo,PE,223.264627837376,9,2232.64627837376,10,organic_search
113,21ff41d6-053b-451e-8953-8d7bbe46bcb8,2020-09-26 08:06:00,,-1,0,46,46-50,41-50,1,3.10.8, Jesus de Melo,PI,229.642455022254,6,918.569820089017,4,direct
114,adc811d1-a69f-42e6-a48d-0c8d2de66bc3,2018-11-13 10:46:00,,-1,1,51,51-55,51-60,1,3.31.13, Peixoto,TO,226.425808691194,13,679.277426073581,3,paid_search
115,4e5a0414-7aae-41f5-9ac8-0e511ecbf5b1,2017-10-22 08:25:00,,-1,0,78,75 +,70 +,1,4.21.6, Porto,PR,220.287048966259,10,660.861146898777,3,paid_search
116,05fab442-279e-4aa5-8fef-61495d34d330,2017-04-07 06:19:00,,-1,1,30,26-30,< 30,1,3.29.7, Fernandes,RJ,197.809375731757,1,1978.09375731757,10,paid_search
117,4fd4523a-fb2b-4049-8d1d-d9f2c550478a,2018-04-25 01:07:00,,-1,0,75,71-75,70 +,1,3.3.13, Caldeira,PB,263.945032218337,10,2375.50528996504,9,paid_search
118,3dd4e6f2-2289-407c-b9b2-b80e502ac048,2016-10-29 08:10:00,2019-04-14 11:42:00,28,18,64,61-65,61-70,0,2.17.14, Martins,GO,227.09754680884,12,1135.4877340442,5,direct
119,8b807542-5e64-40b0-8f4c-6dc3644a1bb2,2019-04-04 03:18:00,,-1,0,53,51-55,51-60,1,2.36.7, Cardoso,AM,207.658264223963,10,2076.58264223963,10,organic_search
120,dedf2d59-bc2c-4fdb-a717-33ca3c2616e0,2016-08-22 05:32:00,,-1,1,55,51-55,51-60,1,3.13.4, Nunes de Caldeira,MT,222.146428179363,8,1110.73214089682,5,crm
121,73710dc5-5bf0-4013-a32a-389438471fa9,2017-08-13 04:48:00,,-1,1,79,75 +,70 +,1,2.34.4, Dias de Costela,AM,233.675888838525,12,1402.05533303115,6,crm
122,55b39455-d99e-4899-9c39-0cfe6b2ae850,2020-03-13 07:20:00,,-1,0,77,75 +,70 +,1,5.29.10, Araújo,PA,246.805727823035,9,2714.86300605339,11,paid_search
123,ea8a156f-bdb7-452d-bcf1-78ee37c4e770,2019-09-30 04:49:00,,-1,1,51,51-55,51-60,1,3.29.6, Pereira de Correia,MA,193.807231806901,12,775.228927227603,4,telegram_whatsapp
124,3f1b5540-0a63-44f0-88c8-8a28b57360e3,2020-11-08 09:10:00,,-1,1,32,31-35,31-40,1,2.12.6, Fernandes do Amparo,ES,224.712341748864,9,674.137025246591,3,direct
125,36752322-1c23-4c55-a801-88704d9206a4,2016-11-10 04:51:00,,-1,1,51,51-55,51-60,1,3.22.11, Peixoto de Ramos,MG,242.004765687526,12,726.014297062578,3,organic_search
126,abbf61be-7efc-40e3-8263-389afe595a62,2017-01-04 10:30:00,,-1,0,61,61-65,61-70,1,3.18.9, Campos Grande,AL,254.316003193908,12,254.316003193908,1,telegram_whatsapp
127,88c66827-6dd3-45d1-b01c-66aac291fffb,2019-04-25 10:25:00,,-1,1,69,66-70,61-70,1,3.28.8, Peixoto do Oeste,PR,210.074042206003,5,1890.66637985402,9,organic_search
128,10ddc2a9-c659-43c1-8558-fd5602ec49bd,2017-05-11 10:13:00,,-1,1,52,51-55,51-60,1,2.5.8, Alves do Amparo,PR,192.725422784593,7,1734.52880506134,9,crm
129,27e72547-1d81-4456-bc44-47c9510b8ea7,2019-10-02 06:13:00,,-1,1,26,26-30,< 30,1,2.13.6, Nascimento da Prata,SC,208.643677710665,10,834.574710842662,4,organic_search
130,5ca49d6d-1d83-47b0-aa1d-7f993b04c57a,2017-04-18 04:26:00,,-1,0,28,26-30,< 30,1,4.10.11, Moreira da Serra,MS,207.085766221522,8,1863.7718959937,9,organic_search
131,f0420f0d-59c1-436b-9b23-ad376b64d6f4,2020-04-21 08:00:00,,-1,1,60,56-60,51-60,1,4.21.7, Ribeiro de Minas,RR,210.714438172447,8,1896.42994355203,9,organic_search
132,e516d1b8-af3d-4fe6-88b6-c1dc0d018478,2017-10-19 08:33:00,,-1,0,31,31-35,31-40,1,5.29.12, Castro Grande,GO,206.838577060271,4,620.515731180813,3,crm
133,d744dea5-c81b-4140-8175-fefaa424634b,2016-12-04 01:30:00,,-1,0,47,46-50,41-50,1,5.17.4, da Cunha,RS,220.601488322871,11,441.202976645742,2,crm
134,f7559317-0e0d-482b-bc8d-f345aa2cc894,2018-06-06 02:05:00,,-1,0,38,36-40,31-40,1,4.30.3, Gomes,CE,213.522638704536,8,1708.18110963629,8,none
135,d68b02b6-9df9-4bc5-9ac7-c7d0608dff99,2017-02-22 12:10:00,,-1,0,27,26-30,< 30,1,2.19.0, Nascimento,RO,270.325253547342,12,2973.57778902076,11,direct
136,f8fecd3e-8468-4c40-9037-c89dddad7d7d,2017-01-17 11:18:00,,-1,1,51,51-55,51-60,1,3.22.1, Cunha,BA,187.730275912775,8,187.730275912775,1,direct
